"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CG44329",-0.38462963790582,0.218556457822808,-1.16423719920475,0.247707207062348,0.247707207062348,-4.58930170051864
"tsg",0.249151849568582,0.0692220451274561,1.16189871861203,0.248650507734262,0.248650507734262,-4.58939510431355
"CG14492",0.118434571892491,0.0104533690969072,1.15729341848665,0.250515676641201,0.250515676641201,-4.58957853540764
"CG33475",0.112870378045153,0.00705439862782208,1.15336506259727,0.252114524389018,0.252114524389018,-4.58973446414111
"ETH",1.15592008944247,2.60330610147103,1.15141042780333,0.252912757964432,0.252912757964432,-4.58981186458368
"CG4271",-0.272992113281542,0.109604222088019,-1.14494403052566,0.255566277139349,0.255566277139349,-4.59006704640389
"CG32235",0.406919112096727,0.116784426954968,1.13547022890665,0.259489384223906,0.259489384223906,-4.59043847333187
"CG1690",-1.14882955390316,1.99546159549064,-1.12789308652178,0.262657509493102,0.262657509493102,-4.59073345419185
"CG15236",0.478187417011016,0.952669956719295,1.11388573746836,0.268585607909422,0.268585607909422,-4.59127387482407
"CG7126",-0.125090368799363,0.0343179646182372,-1.112432613341,0.269205905478286,0.269205905478286,-4.59132957427458
"CG43333",-0.883036531197773,1.33261275759551,-1.11125102624207,0.269711029203521,0.269711029203521,-4.59137481502081
"CG14780",-0.383426258639504,0.550034552982388,-1.10852369526652,0.270879479277041,0.270879479277041,-4.59147906652316
"CG14014",0.393981651902323,0.18915167968512,1.09865733575762,0.275135934238854,0.275135934238854,-4.59185418920736
"PGRP-SD",-1.4345930284347,3.65573560043683,-1.08255770081164,0.282180893552905,0.282180893552905,-4.59245950926177
"CG31663",0.559776967450986,2.28576786001265,1.07864932385476,0.283909771876844,0.283909771876844,-4.59260518494997
"Cyp28c1",-0.408732205978541,0.614175988690794,-1.07724552779619,0.284532522910723,0.284532522910723,-4.59265738666723
"CG43320",1.16300436897599,2.57587831831774,1.07334431367931,0.286268116859131,0.286268116859131,-4.59280212021866
"CG1126",0.5325035069264,0.391588505741722,1.07116538267025,0.287240655497388,0.287240655497388,-4.59288274163829
"Ccp84Ac",-0.257428950925155,0.118227196990211,-1.0664090913038,0.289371448307204,0.289371448307204,-4.59305818821409
"NaCP60E",0.328541321980202,0.742568441876071,1.06547593346472,0.289790767051968,0.289790767051968,-4.59309252317341
"yellow-g",-1.32508607496704,3.26756046910768,-1.05979818547769,0.292351066467198,0.292351066467198,-4.59330081918058
"CG13579",0.196622802667633,0.24195368053987,1.05361836963596,0.295155302933581,0.295155302933581,-4.59352633636996
"CG3014",0.690264991044752,1.161178324442,1.05172128958223,0.296019816788747,0.296019816788747,-4.59359531498891
"CG17169",-1.30411871324379,2.83308878541636,-1.04907639097858,0.297227995335199,0.297227995335199,-4.59369128797617
"ppk25",-0.119382804764327,0.0491456630646023,-1.04119970331009,0.3008458980419,0.3008458980419,-4.59397574472355
"CG14304",-0.377081648054872,0.460983189727885,-1.03459246230907,0.303903674501013,0.303903674501013,-4.59421278827406
"CG13375",0.522995595686699,0.80840166130947,1.02870878975726,0.306644228393989,0.306644228393989,-4.59442266690211
"CG32199",-0.0947189810974412,0.0231093503124946,-1.02726302072786,0.307320197032102,0.307320197032102,-4.59447406545268
"Or59a",0.0994273413012444,0.0107917466575405,1.02675387263007,0.307558488030668,0.307558488030668,-4.59449214983178
"CG13716",0.552879108461742,0.333014930256102,1.02335783198413,0.309151085164169,0.309151085164169,-4.59461255553529
"mthl8",-0.208470983546067,0.193343657328274,-1.02200952632653,0.309784919252491,0.309784919252491,-4.59466025421178
"CG32413",0.108337244365285,0.0253642420757048,1.01996513298566,0.310747648347722,0.310747648347722,-4.59473246417378
"ppk14",-0.0866440038486971,0.00807349686616405,-1.01339131221616,0.313856953385789,0.313856953385789,-4.59496372598749
"mei-9",-1.50589619273345,1.97658243898178,-1.01189723086334,0.314566525677778,0.314566525677778,-4.59501608820596
"CG4009",-1.04544301128342,2.73388462965862,-1.01182425982051,0.314601208729356,0.314601208729356,-4.59501864369788
"CG15084",-1.37770162773318,2.88777457145776,-1.01119691817706,0.314899489097909,0.314899489097909,-4.5950406063636
"Kr-h1",-0.638782309991088,3.19954275531053,-1.00586111170262,0.317444139836164,0.317444139836164,-4.59522688406795
"CG12995",-0.192874933401424,0.181759201957854,-1.00159388331204,0.319489038212381,0.319489038212381,-4.5953751814837
"SP2353",0.430577834169613,1.68907769960209,0.999495566196202,0.320497784847004,0.320497784847004,-4.59544788328915
"park",0.949997431315934,2.96340369583852,0.986913975679009,0.326590691544225,0.326590691544225,-4.59588075795086
"CG13157",-0.199370873864706,0.143876147816848,-0.986200842756613,0.326938322011087,0.326938322011087,-4.59590513698863
"CG43921",0.41078235151013,1.19102659074737,0.985826324878567,0.327120985991508,0.327120985991508,-4.59591793345942
"CG13983",0.100431817563993,0.0205076145207248,0.984140241806534,0.327944176679662,0.327944176679662,-4.59597548586599
"CG13743",0.451505643734222,0.427538810212011,0.982158972080177,0.32891323306992,0.32891323306992,-4.5960429939889
"CG30413",-0.281283541014391,0.128026784092359,-0.976032228499034,0.331921825199852,0.331921825199852,-4.59625092987913
"en",0.44155315099231,0.900056504856103,0.97539979947229,0.332233413228739,0.332233413228739,-4.59627232319044
"CG33476",-0.110277920422813,0.0299295516729072,-0.973630148974712,0.333106315044992,0.333106315044992,-4.59633211516835
"CG42568",0.830535555845217,0.62388788351655,0.973060122035822,0.333387808559418,0.333387808559418,-4.59635135284497
"sv",-0.32479085037887,0.747515068493902,-0.972237017159674,0.33379455402692,0.33379455402692,-4.59637911258946
"CG12236",1.22998165862598,1.38815649215679,0.969272592705041,0.335262153832279,0.335262153832279,-4.59647890377008
"CG4133",0.343131854560144,0.845959245879997,0.965071214376487,0.337349372226789,0.337349372226789,-4.59661983563101
"Cp36",-1.23780381419164,4.98903061129988,-0.961271043239916,0.339244583550512,0.339244583550512,-4.59674680527465
"CG11581",-0.0875176343703624,0.0191387506375256,-0.954712720171433,0.342531660946835,0.342531660946835,-4.59696480219882
"Lcp65Aa",1.10162643496729,1.4604127846295,0.948255671779878,0.345788170589338,0.345788170589338,-4.59717803764271
"Vml",0.674179041696237,3.95919926246921,0.947530904601275,0.346154945570167,0.346154945570167,-4.5972018856519
"CG31551",0.152730425498253,0.164841908417545,0.946973204368228,0.346437346564048,0.346437346564048,-4.59722022454296
"Syt12",0.38060338778988,0.449730318122429,0.946336300306059,0.346760036458014,0.346760036458014,-4.59724115525415
"CG1986",-0.480596446672815,0.144374511597839,-0.944463678368484,0.347709935886513,0.347709935886513,-4.59730261751141
"sns",0.253077979004826,0.410510336286644,0.939236597771703,0.350370314023763,0.350370314023763,-4.59747356109226
"CG7142",-0.745908498999044,2.15028921168364,-0.936650677722418,0.351691293734701,0.351691293734701,-4.59755779353084
"CG14459",-0.382189935587235,0.21990332083425,-0.929862232561197,0.355174335496476,0.355174335496476,-4.59777785761436
"CG32563",-0.341982024706777,0.218501425888025,-0.929279937632987,0.355474130651408,0.355474130651408,-4.59779666265845
"CG10151",0.611574092853719,0.975799354792694,0.929140297913166,0.355546048470431,0.355546048470431,-4.59780117060294
"CG14669",0.259091245752641,0.400976332721772,0.926520089725029,0.356897251801709,0.356897251801709,-4.59788563746582
"CG11113",0.141686020415159,0.05356491238588,0.924701896159671,0.357836801410025,0.357836801410025,-4.59794411554535
"l(1)sc",0.274988355590381,0.290935722191911,0.922202621650484,0.3591308835568,0.3591308835568,-4.598024319178
"CG34196",0.83803682633471,0.812498925349712,0.919292709050331,0.360641356234339,0.360641356234339,-4.59811743803338
"Spn77Bc",0.190268045532144,0.0492412994556226,0.9168830498282,0.361895226474717,0.361895226474717,-4.59819433467665
"CG3769",-0.451414301438612,0.373434675508805,-0.915450957953402,0.362641734388827,0.362641734388827,-4.59823994355288
"CG14323",0.0835312333302718,0.00701516664993106,0.912953783427832,0.363945786106674,0.363945786106674,-4.59831930912642
"Osi13",0.156724843810187,0.0691281673219606,0.912044230735277,0.364421505452038,0.364421505452038,-4.59834816493768
"CG9072",-0.585100176120691,1.03060133599148,-0.911657129080848,0.364624089542356,0.364624089542356,-4.59836043746418
"na",0.339870052070885,0.782060362945391,0.910734860255637,0.365107034387251,0.365107034387251,-4.59838965656613
"Gr47a",0.0828379677704594,0.015316881352433,0.90937585036912,0.365819419196129,0.365819419196129,-4.59843266061854
"stj",0.461933350952474,1.315179900514,0.908912204046944,0.366062661783299,0.366062661783299,-4.5984473179723
"CG17572",-0.405228114618163,0.966883156774754,-0.908577004584932,0.366238581335655,0.366238581335655,-4.59845791023417
"trv",0.387752280003281,0.821205347805675,0.907650962770632,0.366724866158171,0.366724866158171,-4.59848715353062
"CG42750",0.397479108692928,0.344677634839659,0.907613236924938,0.366744685512729,0.366744685512729,-4.59848834426041
"CG32793",0.131269196332604,0.0944414680520408,0.905359772256131,0.36792978146246,0.36792978146246,-4.59855938343621
"CG8541",0.0792397446200925,0.00835860360956207,0.904972578100552,0.36813365089119,0.36813365089119,-4.5985715724232
"robls54B",-0.758115872186512,0.934897270589936,-0.904675112477207,0.368290324172124,0.368290324172124,-4.59858093332559
"CG14326",-0.478874049267585,0.291362219654461,-0.903551865981371,0.36888231212528,0.36888231212528,-4.59861625393345
"CG33641",0.192521089589865,0.0754535479754314,0.901492426812253,0.369969269310724,0.369969269310724,-4.59868090365128
"mtt",0.260834856611381,0.323080129604222,0.899588258312749,0.370976077035673,0.370976077035673,-4.59874055293206
"CG6592",0.115922919374758,0.0351376861843374,0.899173431474748,0.371195641598674,0.371195641598674,-4.59875353155695
"CG31051",0.582840262089819,1.05621620350759,0.897622568866745,0.372017228101064,0.372017228101064,-4.5988020021715
"mAChR-A",0.366546825203085,0.513219530256063,0.896444225107832,0.372642235631317,0.372642235631317,-4.59883877629431
"dmrt11E",0.177991941648579,0.0589786711377662,0.895558782704181,0.373112320514584,0.373112320514584,-4.59886637888528
"CG9864",-0.6500944696058,5.7928484219199,-0.895411024463513,0.373190802346024,0.373190802346024,-4.59887098251436
"CG12263",0.798257876353937,2.98758427202013,0.895017161674687,0.373400053530432,0.373400053530432,-4.59888325032914
"CG32945",0.587370858217144,1.04588130216658,0.892793970211877,0.374582576042149,0.374582576042149,-4.5989523996626
"CG34347",0.383936554613094,1.44447127706681,0.891296007795736,0.375380675107548,0.375380675107548,-4.59899889843186
"CG30486",0.519937736135889,0.517969998504737,0.890507110226568,0.375801421401769,0.375801421401769,-4.59902335666947
"Shawl",0.149720754441459,0.268988762716036,0.888319744272005,0.376969569368234,0.376969569368234,-4.59909106268862
"CG33462",-0.665200305351534,2.00769103325877,-0.88642018818059,0.377985862427341,0.377985862427341,-4.59914973003795
"ssp6",0.394279476412532,0.798805968679418,0.886129741331198,0.378141407529109,0.378141407529109,-4.59915868976585
"CG31493",0.345666667248852,0.323665274113884,0.88560000860264,0.378425202498971,0.378425202498971,-4.59917502372468
"CG6675",-0.55322239119803,0.998545744459551,-0.883974135490442,0.379297069053883,0.379297069053883,-4.59922509772341
"Elba3",0.533459931909465,0.817659219306682,0.882160478585197,0.380271117230255,0.380271117230255,-4.59928085058603
"Rpb11",2.10951693520532,5.0083420135364,0.8819623355986,0.38037762728436,0.38037762728436,-4.59928693493463
"CG13251",0.101728621793979,0.0524080275334183,0.881300092099712,0.380733746002482,0.380733746002482,-4.59930726080041
"otu",0.367830150195948,3.28888215829207,0.880984351317983,0.380903607700471,0.380903607700471,-4.5993169464774
"bnk",0.285405208509043,0.117210811002456,0.87948010994485,0.381713507512676,0.381713507512676,-4.59936304474687
"CG9850",-0.845938214813061,3.48044060640051,-0.877289276788838,0.382894998830124,0.382894998830124,-4.59943004823585
"CG1701",0.14857036098628,0.0573181517504047,0.8769562828797,0.383074778226661,0.383074778226661,-4.59944021828168
"CG13299",-0.909714165649656,4.05588311809032,-0.875238584286397,0.384002979216195,0.384002979216195,-4.59949261983317
"Gr97a",0.11244172614312,0.0392689366143991,0.874221699121244,0.384553138292303,0.384553138292303,-4.59952359513131
"Rtnl2",0.606461024192194,2.33283986173933,0.871481066360149,0.386038328868461,0.386038328868461,-4.59960690462881
"CG2017",0.609553002476305,4.74210047513473,0.864557281121424,0.389806293454907,0.389806293454907,-4.59981624982936
"Dhc36C",0.329959873060514,0.500182658329477,0.864050931663776,0.390082742748479,0.390082742748479,-4.5998314964498
"Osi18",-0.170917369908651,0.0900772299619395,-0.863288555051082,0.390499202904709,0.390499202904709,-4.59985443601858
"NimC4",-0.454903563709671,0.551510480647365,-0.861051113330587,0.391723028268893,0.391723028268893,-4.59992164684719
"CG31473",0.586109869070008,1.9588724084109,0.860956028378175,0.391775089842182,0.391775089842182,-4.5999244993902
"CG5084",0.969756015259794,3.90843855306216,0.85811684722421,0.39333158732643,0.39333158732643,-4.60000953462095
"CG9747",-0.689435385172106,3.34017239199291,-0.85740986633381,0.393719761219486,0.393719761219486,-4.60003066698688
"CecA2",-1.88365095162798,3.55670422754802,-0.85275744656012,0.396280099486243,0.396280099486243,-4.60016931313143
"Oseg2",0.173078234839017,0.0826578181102832,0.850788307416165,0.397366840549407,0.397366840549407,-4.60022777583715
"CG1850",-0.145507181320225,0.104558523282187,-0.850496539029595,0.397528019088968,0.397528019088968,-4.6002364271866
"mAChR-C",0.35711006169311,0.268850193283728,0.850024529238568,0.397788851473014,0.397788851473014,-4.60025041688394
"CG13217",0.389791671335705,0.379815426590343,0.8494824034591,0.398088559501603,0.398088559501603,-4.60026647546606
"CG9988",0.525841412483541,1.2968201176765,0.84781213409499,0.399012819519702,0.399012819519702,-4.60031588916012
"CG5955",-0.73404724691882,2.04957152341587,-0.846087930475287,0.399968303130392,0.399968303130392,-4.60036679992839
"ppk12",0.219421989791826,0.143513248855499,0.843163056178255,0.401592350383301,0.401592350383301,-4.60045293406369
"CG3649",-0.529880701967142,0.367918949049722,-0.842949998483884,0.401710808741842,0.401710808741842,-4.60045919710384
"CG16771",1.25513915949513,3.61157581880759,0.842755980143129,0.401818699947934,0.401818699947934,-4.60046489913306
"CG13557",-0.0789005878544007,0.0113127933088392,-0.842754746240586,0.401819386162576,0.401819386162576,-4.60046493539231
